-3.218750000000000000e+00 -5.707042682306791903e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -6.377440112553948381e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -7.215436900362894868e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -8.262932885124078197e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -9.572302866075556693e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -1.120901534226490526e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -1.325490593750159007e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -1.581226918154744610e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -1.900897323660476701e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -2.300485330542641549e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -2.799970339145347964e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -3.424326599898731160e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-3.218750000000000000e+00 -4.204771925840459801e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.750000000000000361e-02 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -8.525000000000000633e-02 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.487750000000000461e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.186525000000000551e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.955177500000000790e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -3.800695250000000747e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -4.730764775000001476e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -5.753841252500002668e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -6.879225377750002313e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -8.117147915525003699e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -9.478862707077504446e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.097674897778525338e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.262442387556378165e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.443686626312016053e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.643055288943217507e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.862360817837539706e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.103596899621293481e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.368956589583422812e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.660852248541765164e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.981937473395941840e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -3.335131220735536139e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -3.723644342809090624e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -4.151008777090000379e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -4.621109654799000488e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -5.138220620278900697e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -5.707042682306791903e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -6.377440112553948381e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -7.215436900362894868e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -8.262932885124078197e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -9.572302866075556693e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.120901534226490526e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.325490593750159007e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.581226918154744610e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -1.900897323660476701e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.300485330542641549e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -2.799970339145347964e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -3.424326599898731160e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-1.812500000000000000e+00 -4.204771925840459801e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.750000000000000361e-02 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -8.525000000000000633e-02 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.487750000000000461e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.186525000000000551e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.955177500000000790e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -3.800695250000000747e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -4.730764775000001476e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -5.753841252500002668e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -6.879225377750002313e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -8.117147915525003699e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -9.478862707077504446e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.097674897778525338e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.262442387556378165e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.443686626312016053e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.643055288943217507e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.862360817837539706e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.103596899621293481e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.368956589583422812e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.660852248541765164e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.981937473395941840e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -3.335131220735536139e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -3.723644342809090624e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -4.151008777090000379e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -4.621109654799000488e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -5.138220620278900697e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -5.707042682306791903e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -6.377440112553948381e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -7.215436900362894868e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -8.262932885124078197e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -9.572302866075556693e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.120901534226490526e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.325490593750159007e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.581226918154744610e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -1.900897323660476701e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.300485330542641549e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -2.799970339145347964e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -3.424326599898731160e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-8.750000000000000000e-01 -4.204771925840459801e+01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -2.750000000000000361e-02 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -8.525000000000000633e-02 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -1.487750000000000461e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -2.186525000000000551e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -2.955177500000000790e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -3.800695250000000747e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -4.730764775000001476e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -5.753841252500002668e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -6.879225377750002313e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -8.117147915525003699e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -9.478862707077504446e-01 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -1.097674897778525338e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -1.262442387556378165e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -1.443686626312016053e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -1.643055288943217507e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -1.862360817837539706e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -2.103596899621293481e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -2.368956589583422812e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
-4.375000000000000000e-01 -2.660852248541765164e+00 1.000000000000000000e+02 0.000000000000000000e+00 2.000000000000000000e+00 -3.010299956639811980e-01 -inf
